temp_C,time_min,h2so4_M,h2o2_M,pulp_density_gL,Li_pct,Ni_pct,Co_pct,Mn_pct
26.0,360.0,0.725,1.0,228.667,24.725,26.351,23.765,18.246
26.0,360.0,0.725,1.0,333.0,3.544,3.486,3.186,1.382
26.0,360.0,1.15,0.0,20.0,64.514,62.016,61.787,63.579
26.0,360.0,1.15,0.0,124.333,64.702,67.414,63.086,61.145
26.0,360.0,1.15,0.0,228.667,24.727,26.352,23.766,18.248
26.0,360.0,1.15,0.0,333.0,3.544,3.486,3.186,1.382
26.0,360.0,1.15,0.333333,20.0,64.514,62.017,61.787,63.58
26.0,360.0,1.15,0.333333,124.333,64.701,67.414,63.086,61.145
26.0,360.0,1.15,0.333333,228.667,24.727,26.352,23.766,18.247
26.0,360.0,1.15,0.333333,333.0,3.544,3.486,3.186,1.382
26.0,360.0,1.15,0.666667,20.0,64.513,62.016,61.786,63.579
26.0,360.0,1.15,0.666667,124.333,64.701,67.413,63.085,61.144
26.0,360.0,1.15,0.666667,228.667,24.726,26.352,23.766,18.247
26.0,360.0,1.15,0.666667,333.0,3.544,3.486,3.186,1.382
26.0,360.0,1.15,1.0,20.0,64.512,62.015,61.785,63.578
26.0,360.0,1.15,1.0,124.333,64.699,67.411,63.084,61.142
26.0,360.0,1.15,1.0,228.667,24.726,26.351,23.765,18.247
26.0,360.0,1.15,1.0,333.0,3.544,3.486,3.186,1.382
26.0,360.0,1.575,0.0,20.0,64.513,62.017,61.787,63.578
26.0,360.0,1.575,0.0,124.333,64.701,67.414,63.086,61.143
26.0,360.0,1.575,0.0,228.667,24.726,26.352,23.766,18.247
26.0,360.0,1.575,0.0,333.0,3.544,3.486,3.186,1.382
26.0,360.0,1.575,0.333333,20.0,64.513,62.017,61.787,63.578
26.0,360.0,1.575,0.333333,124.333,64.701,67.413,63.086,61.143
26.0,360.0,1.575,0.333333,228.667,24.726,26.352,23.766,18.247
26.0,360.0,1.575,0.333333,333.0,3.544,3.486,3.186,1.382
26.0,360.0,1.575,0.666667,20.0,64.512,62.017,61.786,63.578
26.0,360.0,1.575,0.666667,124.333,64.7,67.413,63.085,61.143
26.0,360.0,1.575,0.666667,228.667,24.726,26.351,23.765,18.247
26.0,360.0,1.575,0.666667,333.0,3.544,3.486,3.186,1.382
26.0,360.0,1.575,1.0,20.0,64.511,62.016,61.785,63.576
26.0,360.0,1.575,1.0,124.333,64.698,67.411,63.084,61.141
26.0,360.0,1.575,1.0,228.667,24.725,26.351,23.765,18.246
26.0,360.0,1.575,1.0,333.0,3.544,3.486,3.186,1.382
26.0,360.0,2.0,0.0,20.0,64.51,62.017,61.786,63.574
26.0,360.0,2.0,0.0,124.333,64.699,67.412,63.084,61.141
26.0,360.0,2.0,0.0,228.667,24.726,26.351,23.765,18.246
26.0,360.0,2.0,0.0,333.0,3.544,3.486,3.186,1.382
26.0,360.0,2.0,0.333333,20.0,64.511,62.017,61.786,63.575
26.0,360.0,2.0,0.333333,124.333,64.698,67.412,63.084,61.141
26.0,360.0,2.0,0.333333,228.667,24.725,26.351,23.765,18.246
26.0,360.0,2.0,0.333333,333.0,3.544,3.486,3.186,1.382
26.0,360.0,2.0,0.666667,20.0,64.51,62.016,61.785,63.575
26.0,360.0,2.0,0.666667,124.333,64.698,67.411,63.084,61.14
26.0,360.0,2.0,0.666667,228.667,24.725,26.351,23.765,18.246
26.0,360.0,2.0,0.666667,333.0,3.544,3.486,3.186,1.382
26.0,360.0,2.0,1.0,20.0,64.509,62.015,61.784,63.573
26.0,360.0,2.0,1.0,124.333,64.696,67.41,63.082,61.138
26.0,360.0,2.0,1.0,228.667,24.724,26.35,23.764,18.246
26.0,360.0,2.0,1.0,333.0,3.544,3.486,3.186,1.382
30.0,60.0,1.06,0.735,20.0,73.0,64.0,66.0,62.0
31.667,120.0,1.0,1.47,100.0,85.543,83.213,85.463,83.133
33.333,60.0,1.06,0.735,20.0,77.667,70.0,71.0,67.333
36.667,60.0,1.06,0.735,20.0,82.333,76.0,76.0,72.667
38.333,120.0,1.0,1.47,100.0,86.507,83.777,85.867,83.857
40.0,60.0,1.06,0.735,20.0,87.0,82.0,81.0,78.0
42.0,1.0,0.3,0.0,20.0,55.978,58.603,59.108,28.067
42.0,1.0,0.3,0.0,124.333,66.204,56.806,53.988,52.098
42.0,1.0,0.3,0.0,228.667,68.327,48.622,45.11,50.095
42.0,1.0,0.3,0.0,333.0,53.024,51.658,47.527,48.943
42.0,1.0,0.3,0.333333,20.0,55.981,58.605,59.111,28.068
42.0,1.0,0.3,0.333333,124.333,66.206,56.808,53.991,52.099
42.0,1.0,0.3,0.333333,228.667,68.327,48.623,45.111,50.095
42.0,1.0,0.3,0.333333,333.0,53.023,51.658,47.527,48.942
42.0,1.0,0.3,0.666667,20.0,55.982,58.607,59.113,28.069
42.0,1.0,0.3,0.666667,124.333,66.207,56.809,53.992,52.1
42.0,1.0,0.3,0.666667,228.667,68.326,48.622,45.111,50.094
42.0,1.0,0.3,0.666667,333.0,53.023,51.657,47.526,48.941
42.0,1.0,0.3,1.0,20.0,55.984,58.608,59.114,28.069
42.0,1.0,0.3,1.0,124.333,66.207,56.81,53.993,52.1
42.0,1.0,0.3,1.0,228.667,68.325,48.622,45.11,50.093
42.0,1.0,0.3,1.0,333.0,53.021,51.656,47.525,48.94
42.0,1.0,0.725,0.0,20.0,55.984,58.611,59.117,28.071
42.0,1.0,0.725,0.0,124.333,66.211,56.815,53.997,52.106
42.0,1.0,0.725,0.0,228.667,68.331,48.626,45.114,50.099
42.0,1.0,0.725,0.0,333.0,53.025,51.659,47.529,48.944
42.0,1.0,0.725,0.333333,20.0,55.987,58.614,59.119,28.072
42.0,1.0,0.725,0.333333,124.333,66.213,56.817,54.0,52.107
42.0,1.0,0.725,0.333333,228.667,68.331,48.627,45.115,50.099
42.0,1.0,0.725,0.333333,333.0,53.025,51.659,47.528,48.944
42.0,1.0,0.725,0.666667,20.0,55.989,58.616,59.121,28.073
42.0,1.0,0.725,0.666667,124.333,66.214,56.818,54.001,52.107
42.0,1.0,0.725,0.666667,228.667,68.33,48.626,45.115,50.098
42.0,1.0,0.725,0.666667,333.0,53.024,51.658,47.528,48.943
42.0,1.0,0.725,1.0,20.0,55.99,58.617,59.123,28.073
42.0,1.0,0.725,1.0,124.333,66.214,56.819,54.002,52.107
42.0,1.0,0.725,1.0,228.667,68.328,48.626,45.114,50.097
42.0,1.0,0.725,1.0,333.0,53.022,51.657,47.526,48.941
42.0,1.0,1.15,0.0,20.0,55.99,58.619,59.125,28.074
42.0,1.0,1.15,0.0,124.333,66.217,56.822,54.005,52.112
42.0,1.0,1.15,0.0,228.667,68.333,48.629,45.117,50.102
42.0,1.0,1.15,0.0,333.0,53.026,51.66,47.529,48.945
42.0,1.0,1.15,0.333333,20.0,55.992,58.621,59.127,28.075
42.0,1.0,1.15,0.333333,124.333,66.219,56.825,54.008,52.113
42.0,1.0,1.15,0.333333,228.667,68.333,48.63,45.118,50.102
42.0,1.0,1.15,0.333333,333.0,53.025,51.66,47.529,48.944
42.0,1.0,1.15,0.666667,20.0,55.994,58.623,59.129,28.076
42.0,1.0,1.15,0.666667,124.333,66.219,56.826,54.009,52.114
42.0,1.0,1.15,0.666667,228.667,68.332,48.629,45.118,50.101
42.0,1.0,1.15,0.666667,333.0,53.024,51.659,47.528,48.943
42.0,1.0,1.15,1.0,20.0,55.995,58.625,59.131,28.077
42.0,1.0,1.15,1.0,124.333,66.219,56.827,54.011,52.113
42.0,1.0,1.15,1.0,228.667,68.331,48.629,45.117,50.1
42.0,1.0,1.15,1.0,333.0,53.023,51.658,47.527,48.942
42.0,1.0,1.575,0.0,20.0,55.994,58.625,59.131,28.077
42.0,1.0,1.575,0.0,124.333,66.222,56.829,54.013,52.118
42.0,1.0,1.575,0.0,228.667,68.334,48.631,45.12,50.103
42.0,1.0,1.575,0.0,333.0,53.025,51.66,47.529,48.944
42.0,1.0,1.575,0.333333,20.0,55.996,58.628,59.134,28.078
42.0,1.0,1.575,0.333333,124.333,66.223,56.832,54.015,52.119
42.0,1.0,1.575,0.333333,228.667,68.334,48.632,45.12,50.103
42.0,1.0,1.575,0.333333,333.0,53.025,51.659,47.529,48.944
42.0,1.0,1.575,0.666667,20.0,55.998,58.63,59.136,28.079
42.0,1.0,1.575,0.666667,124.333,66.224,56.833,54.017,52.119
42.0,1.0,1.575,0.666667,228.667,68.333,48.632,45.12,50.103
42.0,1.0,1.575,0.666667,333.0,53.024,51.659,47.528,48.943
42.0,1.0,1.575,1.0,20.0,55.999,58.631,59.137,28.08
42.0,1.0,1.575,1.0,124.333,66.224,56.834,54.018,52.119
42.0,1.0,1.575,1.0,228.667,68.332,48.631,45.12,50.101
42.0,1.0,1.575,1.0,333.0,53.022,51.657,47.527,48.941
42.0,1.0,2.0,0.0,20.0,55.997,58.631,59.137,28.079
42.0,1.0,2.0,0.0,124.333,66.225,56.835,54.019,52.122
42.0,1.0,2.0,0.0,228.667,68.334,48.633,45.121,50.104
42.0,1.0,2.0,0.0,333.0,53.024,51.658,47.528,48.942
42.0,1.0,2.0,0.333333,20.0,55.999,58.633,59.14,28.08
42.0,1.0,2.0,0.333333,124.333,66.226,56.837,54.021,52.123
42.0,1.0,2.0,0.333333,228.667,68.334,48.633,45.122,50.104
42.0,1.0,2.0,0.333333,333.0,53.023,51.658,47.527,48.942
42.0,1.0,2.0,0.666667,20.0,56.001,58.635,59.142,28.081
42.0,1.0,2.0,0.666667,124.333,66.227,56.839,54.023,52.123
42.0,1.0,2.0,0.666667,228.667,68.333,48.633,45.122,50.103
42.0,1.0,2.0,0.666667,333.0,53.022,51.657,47.527,48.941
42.0,1.0,2.0,1.0,20.0,56.002,58.637,59.143,28.082
42.0,1.0,2.0,1.0,124.333,66.227,56.84,54.024,52.123
42.0,1.0,2.0,1.0,228.667,68.332,48.632,45.121,50.102
42.0,1.0,2.0,1.0,333.0,53.021,51.656,47.525,48.939
42.0,90.75,0.3,0.0,20.0,78.794,62.593,61.282,40.985
42.0,90.75,0.3,0.0,124.333,84.419,80.381,79.228,82.128
42.0,90.75,0.3,0.0,228.667,72.404,54.732,54.266,49.876
42.0,90.75,0.3,0.0,333.0,55.251,51.485,49.033,47.458
42.0,90.75,0.3,0.333333,20.0,78.795,62.596,61.285,40.987
42.0,90.75,0.3,0.333333,124.333,84.42,80.383,79.231,82.129
42.0,90.75,0.3,0.333333,228.667,72.404,54.732,54.266,49.876
42.0,90.75,0.3,0.333333,333.0,55.25,51.485,49.032,47.458
42.0,90.75,0.3,0.666667,20.0,78.796,62.597,61.287,40.987
42.0,90.75,0.3,0.666667,124.333,84.421,80.384,79.232,82.129
42.0,90.75,0.3,0.666667,228.667,72.403,54.732,54.266,49.875
42.0,90.75,0.3,0.666667,333.0,55.249,51.484,49.031,47.456
42.0,90.75,0.3,1.0,20.0,78.797,62.598,61.288,40.988
42.0,90.75,0.3,1.0,124.333,84.42,80.384,79.232,82.127
42.0,90.75,0.3,1.0,228.667,72.401,54.731,54.265,49.873
42.0,90.75,0.3,1.0,333.0,55.248,51.482,49.03,47.455
42.0,90.75,0.725,0.0,20.0,78.802,62.604,61.292,40.994
42.0,90.75,0.725,0.0,124.333,84.43,80.393,79.24,82.142
42.0,90.75,0.725,0.0,228.667,72.409,54.737,54.27,49.882
42.0,90.75,0.725,0.0,333.0,55.252,51.486,49.034,47.46
42.0,90.75,0.725,0.333333,20.0,78.804,62.606,61.295,40.995
42.0,90.75,0.725,0.333333,124.333,84.431,80.395,79.242,82.142
42.0,90.75,0.725,0.333333,228.667,72.409,54.737,54.271,49.882
42.0,90.75,0.725,0.333333,333.0,55.252,51.486,49.034,47.459
42.0,90.75,0.725,0.666667,20.0,78.805,62.608,61.297,40.996
42.0,90.75,0.725,0.666667,124.333,84.431,80.396,79.243,82.142
42.0,90.75,0.725,0.666667,228.667,72.408,54.737,54.271,49.881
42.0,90.75,0.725,0.666667,333.0,55.251,51.485,49.033,47.458
42.0,90.75,0.725,1.0,20.0,78.805,62.609,61.298,40.996
42.0,90.75,0.725,1.0,124.333,84.43,80.396,79.243,82.141
42.0,90.75,0.725,1.0,228.667,72.406,54.736,54.27,49.879
42.0,90.75,0.725,1.0,333.0,55.249,51.484,49.032,47.456
42.0,90.75,1.15,0.0,20.0,78.81,62.613,61.301,41.001
42.0,90.75,1.15,0.0,124.333,84.438,80.403,79.249,82.153
42.0,90.75,1.15,0.0,228.667,72.413,54.741,54.274,49.886
42.0,90.75,1.15,0.0,333.0,55.253,51.487,49.035,47.46
42.0,90.75,1.15,0.333333,20.0,78.812,62.616,61.304,41.002
42.0,90.75,1.15,0.333333,124.333,84.44,80.405,79.251,82.154
42.0,90.75,1.15,0.333333,228.667,72.413,54.741,54.275,49.886
42.0,90.75,1.15,0.333333,333.0,55.253,51.487,49.034,47.46
42.0,90.75,1.15,0.666667,20.0,78.813,62.618,61.305,41.003
42.0,90.75,1.15,0.666667,124.333,84.44,80.406,79.253,82.154
42.0,90.75,1.15,0.666667,228.667,72.412,54.741,54.274,49.886
42.0,90.75,1.15,0.666667,333.0,55.252,51.486,49.034,47.459
42.0,90.75,1.15,1.0,20.0,78.813,62.619,61.306,41.003
42.0,90.75,1.15,1.0,124.333,84.439,80.406,79.253,82.153
42.0,90.75,1.15,1.0,228.667,72.41,54.74,54.274,49.884
42.0,90.75,1.15,1.0,333.0,55.25,51.484,49.032,47.457
42.0,90.75,1.575,0.0,20.0,78.816,62.622,61.309,41.007
42.0,90.75,1.575,0.0,124.333,84.446,80.411,79.258,82.163
42.0,90.75,1.575,0.0,228.667,72.415,54.744,54.277,49.89
42.0,90.75,1.575,0.0,333.0,55.253,51.487,49.034,47.46
42.0,90.75,1.575,0.333333,20.0,78.818,62.624,61.311,41.008
42.0,90.75,1.575,0.333333,124.333,84.447,80.413,79.26,82.164
42.0,90.75,1.575,0.333333,228.667,72.415,54.744,54.278,49.89
42.0,90.75,1.575,0.333333,333.0,55.252,51.487,49.034,47.459
42.0,90.75,1.575,0.666667,20.0,78.819,62.626,61.313,41.009
42.0,90.75,1.575,0.666667,124.333,84.447,80.415,79.261,82.164
42.0,90.75,1.575,0.666667,228.667,72.414,54.744,54.277,49.889
42.0,90.75,1.575,0.666667,333.0,55.251,51.486,49.033,47.458
42.0,90.75,1.575,1.0,20.0,78.819,62.627,61.314,41.009
42.0,90.75,1.575,1.0,124.333,84.446,80.415,79.261,82.163
42.0,90.75,1.575,1.0,228.667,72.412,54.743,54.277,49.888
42.0,90.75,1.575,1.0,333.0,55.25,51.484,49.032,47.457
42.0,90.75,2.0,0.0,20.0,78.82,62.629,61.316,41.012
42.0,90.75,2.0,0.0,124.333,84.451,80.419,79.265,82.171
42.0,90.75,2.0,0.0,228.667,72.416,54.746,54.279,49.893
42.0,90.75,2.0,0.0,333.0,55.251,51.486,49.033,47.458
42.0,90.75,2.0,0.333333,20.0,78.822,62.632,61.318,41.014
42.0,90.75,2.0,0.333333,124.333,84.453,80.421,79.267,82.172
42.0,90.75,2.0,0.333333,228.667,72.416,54.746,54.28,49.893
42.0,90.75,2.0,0.333333,333.0,55.251,51.485,49.033,47.458
42.0,90.75,2.0,0.666667,20.0,78.823,62.633,61.32,41.014
42.0,90.75,2.0,0.666667,124.333,84.453,80.422,79.268,82.172
42.0,90.75,2.0,0.666667,228.667,72.415,54.746,54.279,49.892
42.0,90.75,2.0,0.666667,333.0,55.25,51.484,49.032,47.457
42.0,90.75,2.0,1.0,20.0,78.823,62.634,61.321,41.014
42.0,90.75,2.0,1.0,124.333,84.452,80.422,79.268,82.171
42.0,90.75,2.0,1.0,228.667,72.413,54.745,54.278,49.89
42.0,90.75,2.0,1.0,333.0,55.248,51.483,49.031,47.455
42.0,180.5,0.3,0.0,20.0,74.596,53.762,55.284,53.606
42.0,180.5,0.3,0.0,124.333,68.784,74.389,73.257,71.426
42.0,180.5,0.3,0.0,228.667,39.146,33.899,33.994,19.277
42.0,180.5,0.3,0.0,333.0,24.786,20.768,20.923,12.964
42.0,180.5,0.3,0.333333,20.0,74.597,53.763,55.285,53.608
42.0,180.5,0.3,0.333333,124.333,68.784,74.39,73.258,71.427
42.0,180.5,0.3,0.333333,228.667,39.146,33.899,33.994,19.277
42.0,180.5,0.3,0.333333,333.0,24.786,20.767,20.923,12.964
42.0,180.5,0.3,0.666667,20.0,74.598,53.764,55.286,53.609
42.0,180.5,0.3,0.666667,124.333,68.784,74.39,73.259,71.427
42.0,180.5,0.3,0.666667,228.667,39.145,33.899,33.994,19.277
42.0,180.5,0.3,0.666667,333.0,24.785,20.767,20.923,12.964
42.0,180.5,0.3,1.0,20.0,74.597,53.765,55.286,53.609
42.0,180.5,0.3,1.0,124.333,68.783,74.389,73.258,71.426
42.0,180.5,0.3,1.0,228.667,39.144,33.898,33.993,19.276
42.0,180.5,0.3,1.0,333.0,24.785,20.766,20.922,12.963
42.0,180.5,0.725,0.0,20.0,74.602,53.77,55.29,53.611
42.0,180.5,0.725,0.0,124.333,68.791,74.397,73.265,71.435
42.0,180.5,0.725,0.0,228.667,39.149,33.902,33.997,19.28
42.0,180.5,0.725,0.0,333.0,24.787,20.768,20.924,12.965
42.0,180.5,0.725,0.333333,20.0,74.603,53.771,55.292,53.613
42.0,180.5,0.725,0.333333,124.333,68.791,74.398,73.266,71.436
42.0,180.5,0.725,0.333333,228.667,39.149,33.902,33.997,19.28
42.0,180.5,0.725,0.333333,333.0,24.787,20.768,20.924,12.965
42.0,180.5,0.725,0.666667,20.0,74.603,53.772,55.292,53.614
42.0,180.5,0.725,0.666667,124.333,68.791,74.398,73.266,71.436
42.0,180.5,0.725,0.666667,228.667,39.149,33.902,33.997,19.28
42.0,180.5,0.725,0.666667,333.0,24.786,20.768,20.923,12.964
42.0,180.5,0.725,1.0,20.0,74.602,53.773,55.293,53.614
42.0,180.5,0.725,1.0,124.333,68.79,74.397,73.265,71.435
42.0,180.5,0.725,1.0,228.667,39.148,33.901,33.996,19.279
42.0,180.5,0.725,1.0,333.0,24.785,20.767,20.923,12.964
42.0,180.5,1.15,0.0,20.0,74.606,53.777,55.296,53.614
42.0,180.5,1.15,0.0,124.333,68.796,74.403,73.27,71.442
42.0,180.5,1.15,0.0,228.667,39.152,33.904,33.999,19.283
42.0,180.5,1.15,0.0,333.0,24.787,20.769,20.924,12.965
42.0,180.5,1.15,0.333333,20.0,74.607,53.778,55.297,53.616
42.0,180.5,1.15,0.333333,124.333,68.797,74.404,73.271,71.443
42.0,180.5,1.15,0.333333,228.667,39.152,33.904,33.999,19.283
42.0,180.5,1.15,0.333333,333.0,24.787,20.769,20.924,12.965
42.0,180.5,1.15,0.666667,20.0,74.607,53.779,55.298,53.617
42.0,180.5,1.15,0.666667,124.333,68.796,74.405,73.272,71.443
42.0,180.5,1.15,0.666667,228.667,39.151,33.904,33.999,19.283
42.0,180.5,1.15,0.666667,333.0,24.787,20.768,20.924,12.965
42.0,180.5,1.15,1.0,20.0,74.606,53.779,55.298,53.617
42.0,180.5,1.15,1.0,124.333,68.795,74.404,73.271,71.442
42.0,180.5,1.15,1.0,228.667,39.15,33.904,33.998,19.283
42.0,180.5,1.15,1.0,333.0,24.786,20.768,20.923,12.964
42.0,180.5,1.575,0.0,20.0,74.608,53.783,55.3,53.616
42.0,180.5,1.575,0.0,124.333,68.801,74.409,73.275,71.448
42.0,180.5,1.575,0.0,228.667,39.154,33.906,34.001,19.286
42.0,180.5,1.575,0.0,333.0,24.787,20.769,20.924,12.965
42.0,180.5,1.575,0.333333,20.0,74.609,53.784,55.301,53.618
42.0,180.5,1.575,0.333333,124.333,68.801,74.41,73.276,71.449
42.0,180.5,1.575,0.333333,228.667,39.154,33.906,34.001,19.286
42.0,180.5,1.575,0.333333,333.0,24.787,20.769,20.924,12.965
42.0,180.5,1.575,0.666667,20.0,74.609,53.785,55.302,53.619
42.0,180.5,1.575,0.666667,124.333,68.801,74.41,73.276,71.448
42.0,180.5,1.575,0.666667,228.667,39.153,33.906,34.001,19.286
42.0,180.5,1.575,0.666667,333.0,24.787,20.768,20.924,12.965
42.0,180.5,1.575,1.0,20.0,74.609,53.785,55.302,53.619
42.0,180.5,1.575,1.0,124.333,68.8,74.409,73.275,71.447
42.0,180.5,1.575,1.0,228.667,39.152,33.905,34.0,19.285
42.0,180.5,1.575,1.0,333.0,24.786,20.768,20.923,12.964
42.0,180.5,2.0,0.0,20.0,74.609,53.787,55.303,53.617
42.0,180.5,2.0,0.0,124.333,68.804,74.413,73.278,71.452
42.0,180.5,2.0,0.0,228.667,39.155,33.907,34.002,19.288
42.0,180.5,2.0,0.0,333.0,24.787,20.768,20.924,12.965
42.0,180.5,2.0,0.333333,20.0,74.61,53.789,55.305,53.619
42.0,180.5,2.0,0.333333,124.333,68.804,74.414,73.279,71.452
42.0,180.5,2.0,0.333333,228.667,39.155,33.908,34.002,19.288
42.0,180.5,2.0,0.333333,333.0,24.787,20.768,20.924,12.965
42.0,180.5,2.0,0.666667,20.0,74.611,53.79,55.305,53.62
42.0,180.5,2.0,0.666667,124.333,68.804,74.414,73.279,71.452
42.0,180.5,2.0,0.666667,228.667,39.154,33.907,34.002,19.288
42.0,180.5,2.0,0.666667,333.0,24.786,20.768,20.923,12.964
42.0,180.5,2.0,1.0,20.0,74.61,53.79,55.306,53.62
42.0,180.5,2.0,1.0,124.333,68.803,74.413,73.278,71.451
42.0,180.5,2.0,1.0,228.667,39.153,33.907,34.001,19.287
42.0,180.5,2.0,1.0,333.0,24.785,20.767,20.923,12.964
42.0,270.25,0.3,0.0,20.0,85.293,74.31,76.699,90.15
42.0,270.25,0.3,0.0,124.333,73.244,79.223,75.085,72.158
42.0,270.25,0.3,0.0,228.667,26.241,27.916,25.356,14.138
42.0,270.25,0.3,0.0,333.0,6.528,5.051,5.147,0.617
42.0,270.25,0.3,0.333333,20.0,85.293,74.311,76.7,90.152
42.0,270.25,0.3,0.333333,124.333,73.244,79.223,75.086,72.159
42.0,270.25,0.3,0.333333,228.667,26.241,27.916,25.356,14.138
42.0,270.25,0.3,0.333333,333.0,6.528,5.051,5.147,0.617
42.0,270.25,0.3,0.666667,20.0,85.293,74.311,76.7,90.152
42.0,270.25,0.3,0.666667,124.333,73.243,79.223,75.085,72.159
42.0,270.25,0.3,0.666667,228.667,26.241,27.915,25.356,14.138
42.0,270.25,0.3,0.666667,333.0,6.528,5.051,5.147,0.617
42.0,270.25,0.3,1.0,20.0,85.291,74.31,76.699,90.151
42.0,270.25,0.3,1.0,124.333,73.242,79.221,75.084,72.158
42.0,270.25,0.3,1.0,228.667,26.24,27.915,25.355,14.137
42.0,270.25,0.3,1.0,333.0,6.528,5.051,5.146,0.617
42.0,270.25,0.725,0.0,20.0,85.295,74.316,76.704,90.152
42.0,270.25,0.725,0.0,124.333,73.247,79.228,75.089,72.161
42.0,270.25,0.725,0.0,228.667,26.243,27.917,25.357,14.139
42.0,270.25,0.725,0.0,333.0,6.529,5.051,5.147,0.618
42.0,270.25,0.725,0.333333,20.0,85.296,74.317,76.704,90.153
42.0,270.25,0.725,0.333333,124.333,73.247,79.228,75.089,72.162
42.0,270.25,0.725,0.333333,228.667,26.242,27.917,25.357,14.139
42.0,270.25,0.725,0.333333,333.0,6.529,5.051,5.147,0.618
42.0,270.25,0.725,0.666667,20.0,85.295,74.317,76.704,90.154
42.0,270.25,0.725,0.666667,124.333,73.246,79.228,75.089,72.162
42.0,270.25,0.725,0.666667,228.667,26.242,27.917,25.357,14.139
42.0,270.25,0.725,0.666667,333.0,6.528,5.051,5.147,0.618
42.0,270.25,0.725,1.0,20.0,85.294,74.316,76.703,90.153
42.0,270.25,0.725,1.0,124.333,73.245,79.226,75.087,72.16
42.0,270.25,0.725,1.0,228.667,26.241,27.916,25.356,14.138
42.0,270.25,0.725,1.0,333.0,6.528,5.051,5.147,0.617
42.0,270.25,1.15,0.0,20.0,85.296,74.32,76.706,90.151
42.0,270.25,1.15,0.0,124.333,73.248,79.231,75.091,72.162
42.0,270.25,1.15,0.0,228.667,26.243,27.918,25.358,14.14
42.0,270.25,1.15,0.0,333.0,6.529,5.051,5.147,0.618
42.0,270.25,1.15,0.333333,20.0,85.296,74.321,76.707,90.153
42.0,270.25,1.15,0.333333,124.333,73.248,79.231,75.092,72.163
42.0,270.25,1.15,0.333333,228.667,26.243,27.918,25.358,14.14
42.0,270.25,1.15,0.333333,333.0,6.529,5.051,5.147,0.618
42.0,270.25,1.15,0.666667,20.0,85.296,74.321,76.707,90.153
42.0,270.25,1.15,0.666667,124.333,73.248,79.231,75.091,72.163
42.0,270.25,1.15,0.666667,228.667,26.243,27.918,25.358,14.14
42.0,270.25,1.15,0.666667,333.0,6.529,5.051,5.147,0.618
42.0,270.25,1.15,1.0,20.0,85.295,74.32,76.706,90.153
42.0,270.25,1.15,1.0,124.333,73.246,79.229,75.09,72.162
42.0,270.25,1.15,1.0,228.667,26.242,27.917,25.357,14.139
42.0,270.25,1.15,1.0,333.0,6.528,5.051,5.147,0.618
42.0,270.25,1.575,0.0,20.0,85.295,74.323,76.708,90.149
42.0,270.25,1.575,0.0,124.333,73.249,79.233,75.092,72.162
42.0,270.25,1.575,0.0,228.667,26.244,27.919,25.359,14.14
42.0,270.25,1.575,0.0,333.0,6.529,5.051,5.147,0.618
42.0,270.25,1.575,0.333333,20.0,85.296,74.324,76.708,90.151
42.0,270.25,1.575,0.333333,124.333,73.249,79.233,75.093,72.163
42.0,270.25,1.575,0.333333,228.667,26.244,27.919,25.359,14.14
42.0,270.25,1.575,0.333333,333.0,6.529,5.051,5.147,0.618
42.0,270.25,1.575,0.666667,20.0,85.295,74.324,76.708,90.151
42.0,270.25,1.575,0.666667,124.333,73.248,79.233,75.092,72.163
42.0,270.25,1.575,0.666667,228.667,26.243,27.918,25.358,14.14
42.0,270.25,1.575,0.666667,333.0,6.529,5.051,5.147,0.618
42.0,270.25,1.575,1.0,20.0,85.294,74.323,76.707,90.15
42.0,270.25,1.575,1.0,124.333,73.247,79.231,75.091,72.161
42.0,270.25,1.575,1.0,228.667,26.243,27.918,25.358,14.14
42.0,270.25,1.575,1.0,333.0,6.528,5.051,5.147,0.618
42.0,270.25,2.0,0.0,20.0,85.293,74.324,76.707,90.145
42.0,270.25,2.0,0.0,124.333,73.247,79.233,75.092,72.16
42.0,270.25,2.0,0.0,228.667,26.244,27.919,25.358,14.14
42.0,270.25,2.0,0.0,333.0,6.529,5.051,5.147,0.618
42.0,270.25,2.0,0.333333,20.0,85.293,74.325,76.708,90.146
42.0,270.25,2.0,0.333333,124.333,73.248,79.233,75.092,72.161
42.0,270.25,2.0,0.333333,228.667,26.244,27.919,25.358,14.14
42.0,270.25,2.0,0.333333,333.0,6.529,5.051,5.147,0.618
42.0,270.25,2.0,0.666667,20.0,85.293,74.325,76.708,90.147
42.0,270.25,2.0,0.666667,124.333,73.247,79.233,75.092,72.161
42.0,270.25,2.0,0.666667,228.667,26.243,27.918,25.358,14.14
42.0,270.25,2.0,0.666667,333.0,6.528,5.051,5.147,0.618
42.0,270.25,2.0,1.0,20.0,85.292,74.325,76.707,90.146
42.0,270.25,2.0,1.0,124.333,73.246,79.232,75.09,72.16
42.0,270.25,2.0,1.0,228.667,26.243,27.918,25.358,14.14
42.0,270.25,2.0,1.0,333.0,6.528,5.051,5.147,0.618
42.0,360.0,0.3,0.0,20.0,68.258,65.332,65.437,68.021
42.0,360.0,0.3,0.0,124.333,67.586,70.212,65.963,64.327
42.0,360.0,0.3,0.0,228.667,25.58,27.211,24.594,18.941
42.0,360.0,0.3,0.0,333.0,3.661,3.587,3.285,1.418
42.0,360.0,0.3,0.333333,20.0,68.258,65.333,65.438,68.021
42.0,360.0,0.3,0.333333,124.333,67.585,70.212,65.963,64.327
